Epoch,SupportLoss,QueryLoss,Val_mAP
0,2.402831554412842,1.0150220394134521,0.0
1,2.4045937061309814,3.027451992034912,0.0
2,2.70784068107605,0.600650429725647,0.0
3,3.0292744636535645,0.38070476055145264,0.0
4,2.860771656036377,0.7832938432693481,0.0
5,3.367358446121216,0.9087924957275391,0.0
6,3.7561144828796387,0.804413914680481,0.0
7,3.268815755844116,0.6288361549377441,0.0
8,3.0537915229797363,0.5522395968437195,0.0
9,2.6955180168151855,0.6585215330123901,0.0
10,2.7507877349853516,0.899337649345398,0.0
11,2.456321954727173,0.9293586611747742,0.013001935556530952
12,2.2947819232940674,0.5464677214622498,0.0004836690495721996
13,2.2782933712005615,0.4989318251609802,0.0027042205911129713
14,2.407072067260742,0.761070966720581,0.006386138498783112
15,2.409982204437256,0.2866649329662323,0.0035519495140761137
16,2.775576114654541,1.2448090314865112,0.013788116164505482
17,2.3815667629241943,1.21315598487854,0.001386780757457018
18,2.561950206756592,1.7568516731262207,0.0004448270774446428
19,2.386056900024414,1.3801047801971436,0.0
20,2.626706600189209,1.1858702898025513,0.0
21,2.0894949436187744,0.8142640590667725,0.0
22,2.4052352905273438,0.7119544744491577,0.0
23,2.476177930831909,0.8260297775268555,0.0
24,2.494009017944336,0.5972399115562439,0.014236018061637878
25,2.274440050125122,0.5565515756607056,0.0
26,2.160010576248169,0.5758846998214722,0.0
27,1.818476915359497,0.706682562828064,0.0
28,2.0200064182281494,0.5603618025779724,0.0
29,2.238612413406372,0.25824323296546936,0.0
30,1.9074410200119019,1.022752285003662,0.004068209324032068
31,1.910571575164795,0.7441559433937073,0.041372936218976974
32,1.6456613540649414,0.5444876551628113,0.0190777238458395
33,1.6606699228286743,0.8949387669563293,0.009259259328246117
34,2.183528423309326,0.6967031955718994,0.005373144056648016
35,1.4105006456375122,0.5484715700149536,0.06580822914838791
36,1.6439000368118286,0.5550969243049622,0.02693069353699684
37,1.149077296257019,0.5368508100509644,0.06763773411512375
38,1.395918846130371,0.7408835887908936,0.03737901151180267
39,1.071309208869934,0.7791348099708557,0.05833056569099426
40,1.4085689783096313,0.3014427125453949,0.014220695942640305
41,1.161879062652588,0.3599071204662323,0.07173717021942139
42,0.8096826672554016,0.30182763934135437,0.050495050847530365
43,0.9247124195098877,0.7362228035926819,0.03831598535180092
44,0.8978157043457031,0.4432568848133087,0.14081346988677979
45,0.6287373304367065,0.4754144549369812,0.027621770277619362
46,1.170102834701538,0.46959182620048523,0.1467428058385849
47,0.9088577032089233,0.4870802164077759,0.05327245965600014
48,0.8528122305870056,0.3047436475753784,0.12907591462135315
49,1.0685265064239502,0.32782644033432007,0.3082358241081238
50,0.9502454400062561,1.074358344078064,0.1413203775882721
51,0.7167977690696716,0.6587878465652466,0.010548997670412064
52,0.9443129301071167,0.7514180541038513,0.01287128683179617
53,0.607427179813385,0.48808762431144714,0.16562849283218384
54,1.0148875713348389,0.6171880960464478,0.13227754831314087
55,0.3854929208755493,0.5832240581512451,0.3084818422794342
56,0.7628727555274963,0.45080289244651794,0.1452835351228714
57,0.518267035484314,0.45079517364501953,0.12655115127563477
58,0.6190672516822815,0.3221123218536377,0.26544004678726196
59,0.3890027701854706,0.41829249262809753,0.20077204704284668
60,0.45202600955963135,0.7483766078948975,0.0865747258067131
61,0.7157349586486816,0.5455975532531738,0.12266548722982407
62,0.3907184600830078,0.5641500949859619,0.14084488153457642
63,0.6199763417243958,0.6753014326095581,0.15126216411590576
64,0.6293544173240662,0.42685168981552124,0.2275673896074295
65,0.539844274520874,0.33108916878700256,0.29158416390419006
66,0.2436261624097824,0.5897043347358704,0.1702330857515335
67,0.8931653499603271,0.4670751988887787,0.18746425211429596
68,0.3626323938369751,0.6659401655197144,0.1655781865119934
69,0.3807969093322754,0.444538950920105,0.09193796664476395
70,0.43593329191207886,0.4925382733345032,0.24166660010814667
71,0.44276535511016846,0.3172267973423004,0.27868586778640747
72,0.49158355593681335,0.4648760259151459,0.23872651159763336
73,0.9645302295684814,0.9127380847930908,0.04823786020278931
74,0.37722980976104736,0.6128814816474915,0.38506758213043213
75,0.5447874665260315,0.5170640349388123,0.27341601252555847
76,0.42403754591941833,1.0077677965164185,0.3081904351711273
77,0.41607141494750977,0.4254779815673828,0.3787953853607178
78,1.0573309659957886,0.7825643420219421,0.20929522812366486
79,1.135321855545044,0.7541733980178833,0.14791615307331085
80,1.1155356168746948,0.7464053630828857,0.1319943368434906
81,0.5574404001235962,0.6932920813560486,0.16970060765743256
82,0.8685094714164734,0.4501705765724182,0.2515597939491272
83,0.6398687958717346,0.45488274097442627,0.26048099994659424
84,0.7194679379463196,0.6686714291572571,0.15430311858654022
85,0.6484805345535278,0.5418558716773987,0.4225617051124573
86,0.6101801991462708,0.9033968448638916,0.19061599671840668
87,0.5418319702148438,0.44681259989738464,0.23833097517490387
88,0.5496214628219604,1.0401490926742554,0.19670745730400085
89,1.0779719352722168,0.43125662207603455,0.1894664466381073
90,0.38417699933052063,1.0430306196212769,0.3303786814212799
91,0.8268750309944153,0.6804616451263428,0.1642628163099289
92,0.8287655115127563,0.28761136531829834,0.2767188251018524
93,0.39336422085762024,0.33033469319343567,0.515016496181488
94,0.616493821144104,0.3857932984828949,0.20174570381641388
95,0.3561870753765106,0.628427267074585,0.4261898100376129
96,0.41544309258461,0.6324335336685181,0.29999715089797974
97,0.7696081399917603,0.4552479684352875,0.21247588098049164
98,0.6424068212509155,0.7644796371459961,0.2540089786052704
99,0.4033249020576477,0.39847370982170105,0.282719224691391
