Epoch,Batch,TrainLoss,Val_mAP
40,3,0.29116934537887573,
40,4,0.0897531807422638,
40,,0.12463610246777534,0.7488731741905212,0.0002681518089957535
41,0,0.059528592973947525,
41,1,0.04072071984410286,
41,2,0.14069078862667084,
41,3,0.08184047043323517,
41,4,0.2207166850566864,
41,,0.10869945138692856,0.7814691662788391,0.0003635956672951579
42,0,0.12391501665115356,
42,1,0.0464523509144783,
42,2,0.18969938158988953,
42,3,0.03738803416490555,
42,4,0.06901900470256805,
42,,0.093294757604599,0.7809192538261414,0.0
43,0,0.0763423815369606,
43,1,0.039552826434373856,
43,2,0.056551478803157806,
43,3,0.21554608643054962,
43,4,0.11464691907167435,
43,,0.10052793845534325,0.7747582793235779,4.564286064123735e-05
44,0,0.048193465918302536,
44,1,0.22605489194393158,
44,2,0.08349304646253586,
44,3,0.03273557499051094,
44,4,0.07145258039236069,
44,,0.09238591194152831,0.8266134858131409,0.0003123300848528743
45,0,0.2585574984550476,
45,1,0.06363677233457565,
45,2,0.06536846607923508,
45,3,0.04487254098057747,
45,4,0.037305090576410294,
45,,0.09394807368516922,0.7964915037155151,0.00011735645966837183
46,0,0.07140909880399704,
46,1,0.1117887794971466,
46,2,0.2413417249917984,
46,3,0.05221985653042793,
46,4,0.06302880495786667,
46,,0.10795765295624733,0.7879246473312378,4.82070681755431e-05
47,0,0.17853590846061707,
47,1,0.06522124260663986,
47,2,0.04405594989657402,
47,3,0.06790526211261749,
47,4,0.07309214025735855,
47,,0.0857621006667614,0.8240466713905334,0.00013751375081483275
48,0,0.0699603483080864,
48,1,0.2075241357088089,
48,2,0.04324650019407272,
48,3,0.06651025265455246,
48,4,0.05870666727423668,
48,,0.08918958082795143,0.8154816627502441,0.0
49,0,0.053176991641521454,
49,1,0.07847356796264648,
49,2,0.04790211841464043,
49,3,0.08277438580989838,
49,4,0.20819821953773499,
49,,0.09410505667328835,0.8342382907867432,0.0
50,0,0.07927407324314117,
50,1,0.031995903700590134,
50,2,0.17144355177879333,
50,3,0.04426634684205055,
50,4,0.06337668001651764,
50,,0.07807131111621857,0.8444914817810059,0.0
51,0,0.04561479389667511,
51,1,0.2296667844057083,
51,2,0.023072008043527603,
51,3,0.11480085551738739,
51,4,0.07182130217552185,
51,,0.09699514880776405,0.811700701713562,0.0
52,0,0.029084237292408943,
52,1,0.07003651559352875,
52,2,0.03335174173116684,
52,3,0.2934993803501129,
52,4,0.05431545898318291,
52,,0.09605746679008006,0.7681927680969238,0.0
53,0,0.040311552584171295,
53,1,0.20601244270801544,
53,2,0.04041985049843788,
53,3,0.07926035672426224,
53,4,0.02651182934641838,
53,,0.07850320637226105,0.8054539561271667,0.0001766647183103487
54,0,0.04337302967905998,
54,1,0.10927745699882507,
54,2,0.22728514671325684,
54,3,0.11842181533575058,
54,4,0.038969654589891434,
54,,0.10746542066335678,0.7302180528640747,0.00019008229719474912
55,0,0.025988684967160225,
55,1,0.058317046612501144,
55,2,0.17546188831329346,
55,3,0.04199795797467232,
55,4,0.07916706800460815,
55,,0.07618652917444706,0.791030764579773,4.613364581018686e-05
56,0,0.06790530681610107,
56,1,0.033515650779008865,
56,2,0.24053597450256348,
56,3,0.05154247209429741,
56,4,0.12321141362190247,
56,,0.10334216356277466,0.7943664193153381,6.67923959554173e-05
57,0,0.11357961595058441,
57,1,0.05307769402861595,
57,2,0.06440528482198715,
57,3,0.2000250220298767,
57,4,0.08040782809257507,
57,,0.10229908898472787,0.770685613155365,5.430922828963958e-05
58,0,0.08475762605667114,
58,1,0.03238893300294876,
58,2,0.04109078645706177,
58,3,0.05385971441864967,
58,4,0.2059280425310135,
58,,0.08360502049326897,0.7464709877967834,0.00013407590449787676
59,0,0.0732656866312027,
59,1,0.04054640606045723,
59,2,0.18296979367733002,
59,3,0.061669159680604935,
59,4,0.03160575032234192,
59,,0.07801135927438736,0.784940779209137,2.523781768104527e-05
60,0,0.055072393268346786,
60,1,0.1728839874267578,
60,2,0.07973236590623856,
60,3,0.039127741008996964,
60,4,0.03853607177734375,
60,,0.07707051187753677,0.7870212197303772,2.750275052676443e-05
61,0,0.028893936425447464,
61,1,0.027339069172739983,
61,2,0.0921158641576767,
61,3,0.08406463265419006,
61,4,0.18257763981819153,
61,,0.08299822844564915,0.7851032614707947,8.696815348230302e-05
62,0,0.06279689073562622,
62,1,0.028091194108128548,
62,2,0.06943114101886749,
62,3,0.1752985417842865,
62,4,0.07254452258348465,
62,,0.08163245804607869,0.855121910572052,9.750975004862994e-05
63,0,0.05150923132896423,
63,1,0.0437215194106102,
63,2,0.16060292720794678,
63,3,0.06203923746943474,
63,4,0.0423584058880806,
63,,0.07204626426100731,0.760797917842865,0.00014113253564573824
64,0,0.16748487949371338,
64,1,0.05754471197724342,
64,2,0.03418456017971039,
64,3,0.042854614555835724,
64,4,0.038970477879047394,
64,,0.06820784881711006,0.8141456842422485,5.430922828963958e-05
65,0,0.061177514493465424,
65,1,0.04732252284884453,
65,2,0.05192666873335838,
65,3,0.14879527688026428,
65,4,0.03561306372284889,
65,,0.06896700933575631,0.8604889512062073,0.0
66,0,0.05514868348836899,
66,1,0.041629817336797714,
66,2,0.025042926892638206,
66,3,0.15270939469337463,
66,4,0.05445132777094841,
66,,0.06579643003642559,0.8065623044967651,8.25082533992827e-05
67,0,0.04810154810547829,
67,1,0.028501145541667938,
67,2,0.14695028960704803,
67,3,0.05400723218917847,
67,4,0.04596085846424103,
67,,0.06470421478152275,0.8100412487983704,6.321758701233193e-05
68,0,0.039881300181150436,
68,1,0.04834475368261337,
68,2,0.14797745645046234,
68,3,0.06407427787780762,
68,4,0.022917764261364937,
68,,0.06463911049067975,0.7416191101074219,3.154727164655924e-05
69,0,0.045927904546260834,
69,1,0.03711523488163948,
69,2,0.057707421481609344,
69,3,0.14396484196186066,
69,4,0.023819908499717712,
69,,0.06170706227421761,0.7961395978927612,3.250324880355038e-05
70,0,0.027239909395575523,
70,1,0.04007512331008911,
70,2,0.05968143790960312,
70,3,0.11780103296041489,
70,4,0.03697916492819786,
70,,0.0563553337007761,0.824997067451477,3.460023435764015e-05
71,0,0.03582654148340225,
71,1,0.05126538500189781,
71,2,0.019586272537708282,
71,3,0.19113649427890778,
71,4,0.02690114825963974,
71,,0.06494316831231117,0.8213787078857422,3.2018127967603505e-05
72,0,0.14837823808193207,
72,1,0.040134333074092865,
72,2,0.05731382593512535,
72,3,0.020733321085572243,
72,4,0.03265327215194702,
72,,0.05984259806573391,0.8973824381828308,3.250324880355038e-05
73,0,0.029045715928077698,
73,1,0.02167876623570919,
73,2,0.04165113717317581,
73,3,0.14260460436344147,
73,4,0.055710259824991226,
73,,0.05813809670507908,0.8116783499717712,3.109006502199918e-05
74,0,0.029830865561962128,
74,1,0.04626889154314995,
74,2,0.18197977542877197,
74,3,0.02272801287472248,
74,4,0.030917704105377197,
74,,0.06234504990279675,0.8166859149932861,3.575357550289482e-05
75,0,0.030827423557639122,
75,1,0.09164518862962723,
75,2,0.026513315737247467,
75,3,0.021380936726927757,
75,4,0.12449125200510025,
75,,0.058971623331308363,0.8511825799942017,3.405102324904874e-05
76,0,0.033858779817819595,
76,1,0.04807985574007034,
76,2,0.03935457766056061,
76,3,0.1414201855659485,
76,4,0.03668302670121193,
76,,0.05987928509712219,0.8733571767807007,0.0
77,0,0.030939213931560516,
77,1,0.035239916294813156,
77,2,0.030858485028147697,
77,3,0.12119123339653015,
77,4,0.036034464836120605,
77,,0.05085266269743442,0.9086415767669678,0.00012258368951734155
78,0,0.11757343262434006,
78,1,0.044285837560892105,
78,2,0.040078673511743546,
78,3,0.029399646446108818,
78,4,0.021773524582386017,
78,,0.05062222294509411,0.791763424873352,3.972619379055686e-05
79,0,0.02370723895728588,
79,1,0.11484020948410034,
79,2,0.053647030144929886,
79,3,0.035330940037965775,
79,4,0.06581098586320877,
79,,0.058667280897498134,0.7895339727401733,4.0475744754076004e-05
80,0,0.0420694500207901,
80,1,0.019571397453546524,
80,2,0.10814110189676285,
80,3,0.03723633289337158,
80,4,0.03473631292581558,
80,,0.04835091903805733,0.8688315749168396,3.109006502199918e-05
81,0,0.019061949104070663,
81,1,0.022435110062360764,
81,2,0.09959478676319122,
81,3,0.058169856667518616,
81,4,0.054660677909851074,
81,,0.05078447610139847,0.8354093432426453,0.0
82,0,0.0429934561252594,
82,1,0.10832282900810242,
82,2,0.041360169649124146,
82,3,0.03482167050242424,
82,4,0.02356494404375553,
82,,0.05021261386573315,0.8826451897621155,4.0475744754076004e-05
83,0,0.04108153656125069,
83,1,0.04357701539993286,
83,2,0.10121643543243408,
83,3,0.023865731433033943,
83,4,0.04181712493300438,
83,,0.05031156875193119,0.824741542339325,4.377988807391375e-05
84,0,0.025291582569479942,
84,1,0.01690751500427723,
84,2,0.044592078775167465,
84,3,0.0938643142580986,
84,4,0.03117998130619526,
84,,0.0423670943826437,0.8847541809082031,3.900390220223926e-05
85,0,0.13047315180301666,
85,1,0.03406570479273796,
85,2,0.03974703326821327,
85,3,0.013390992768108845,
85,4,0.020373767241835594,
85,,0.047610129974782464,0.8650286197662354,3.972619379055686e-05
86,0,0.13510577380657196,
86,1,0.018160812556743622,
86,2,0.0448245145380497,
86,3,0.042417000979185104,
86,4,0.030409110710024834,
86,,0.05418344251811504,0.8509132266044617,4.125412669964135e-05
87,0,0.09992319345474243,
87,1,0.039688922464847565,
87,2,0.03535523638129234,
87,3,0.024085048586130142,
87,4,0.018671369180083275,
87,,0.04354475401341915,0.8667815327644348,4.0475744754076004e-05
88,0,0.036542441695928574,
88,1,0.024873552843928337,
88,2,0.05380120500922203,
88,3,0.014700124971568584,
88,4,0.11033326387405396,
88,,0.048050117678940296,0.8768342733383179,0.00020237872377038002
89,0,0.1100691705942154,
89,1,0.019399814307689667,
89,2,0.029083363711833954,
89,3,0.01882321573793888,
89,4,0.02802533470094204,
89,,0.04108017981052399,0.8519792556762695,0.0
90,0,0.010767443105578423,
90,1,0.026329899206757545,
90,2,0.10403311997652054,
90,3,0.04509979858994484,
90,4,0.05054916441440582,
90,,0.04735588505864143,0.8471247553825378,3.763534186873585e-05
91,0,0.024766046553850174,
91,1,0.014706071466207504,
91,2,0.023555684834718704,
91,3,0.1139495000243187,
91,4,0.024236733093857765,
91,,0.04024280719459057,0.8899238705635071,0.00016190297901630402
92,0,0.019861890003085136,
92,1,0.009888308122754097,
92,2,0.020101215690374374,
92,3,0.12977686524391174,
92,4,0.04534854739904404,
92,,0.04499536529183388,0.8617932200431824,0.00016190297901630402
93,0,0.032194364815950394,
93,1,0.030703624710440636,
93,2,0.16233108937740326,
93,3,0.017564017325639725,
93,4,0.0334731750190258,
93,,0.05525325424969196,0.8354434967041016,3.900390220223926e-05
94,0,0.023523706942796707,
94,1,0.026306893676519394,
94,2,0.03200479969382286,
94,3,0.03520302101969719,
94,4,0.12166982889175415,
94,,0.04774165004491806,0.8602885603904724,0.00020430613949429244
95,0,0.03119581751525402,
95,1,0.1283402293920517,
95,2,0.01528877578675747,
95,3,0.01823589578270912,
95,4,0.09091467410326004,
95,,0.05679507851600647,0.9065636992454529,3.516744982334785e-05
96,0,0.02527480758726597,
96,1,0.013008576817810535,
96,2,0.23252829909324646,
96,3,0.04132502153515816,
96,4,0.046133771538734436,
96,,0.07165409531444311,0.7615159153938293,0.00020237872377038002
97,0,0.033437687903642654,
97,1,0.01693587563931942,
97,2,0.09876052290201187,
97,3,0.2001778781414032,
97,4,0.04311992600560188,
97,,0.0784863781183958,0.8186220526695251,0.00020627063349820673
98,0,0.0089918477460742,
98,1,0.03946620970964432,
98,2,0.09993353486061096,
98,3,0.06317742168903351,
98,4,0.03440026566386223,
98,,0.049193855933845045,0.8132832050323486,6.92004687152803e-05
99,0,0.024270780384540558,
99,1,0.04454286769032478,
99,2,0.020256442949175835,
99,3,0.043301407247781754,
99,4,0.19036750495433807,
99,,0.0645478006452322,0.8031866550445557,0.0
